filmtv_id,title,year,genre,duration,country,avg_vote,critics_vote,public_vote,total_votes,humor,rhythm,effort,tension,erotism,Labels
46104,Missione di pace,2011,27,90,70,4.9,4.75,5.0,21,1,2,1,0,0,4
24157,La notte di Pasquino,2002,27,91,70,4.3,3.75,5.0,21,2,2,1,1,0,4
23785,Avenging Angelo,2002,27,105,51,4.2,4.0,4.0,21,1,2,0,1,1,4
44088,L'âge de raison,2010,27,97,42,4.4,4.0,5.0,21,1,2,0,0,0,4
23633,Lagaan: Once Upon a Time in India,2001,27,224,48,7.5,8.0,7.0,21,1,3,1,1,2,4
40814,Jui kuen ,1978,27,111,32,6.7,6.6,7.0,21,2,2,0,0,0,4
41841,Crazy on the Outside,2010,27,96,51,5.4,5.33,5.0,21,2,2,1,0,1,4
63114,Wish I Was Here,2014,27,120,51,5.8,6.0,6.0,21,2,2,2,0,0,4
170531,Solo cose belle,2019,27,90,70,5.7,5.5,6.0,21,0,0,0,0,0,4
48897,Breaking Wind,2011,27,82,51,2.2,2.0,2.0,21,1,2,0,0,0,4
186947,Sul più bello,2020,27,87,70,5.1,5.0,5.0,21,0,0,0,0,0,4
22947,The Night They Raided Minsky's,1968,27,99,51,7.0,7.5,7.0,21,2,3,0,1,1,4
22572,The Other Sister,1999,27,129,51,5.6,6.0,5.0,21,2,2,0,0,0,4
